model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
K Nearest Neighbors,0,0,0,0,0.0,0,8,manhattan,0,0,0.0,0,0,0.936,0.935,0.929,0.928,0.00303,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,7,7,,0.0,0,0,0,0,0,0.0,0,0,0.93,0.93,0.928,0.927,0.0758,6,2,25976,25,3037688,3172.1215,1848.79686
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,rbf,0.93,0.93,0.928,0.928,5.85035,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,7,2,,0.0,0,0,0,0,0,0.0,0,0,0.934,0.934,0.927,0.927,0.0748,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,6,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.93,0.929,0.927,0.927,0.22099,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.922,0.922,0.926,0.926,0.206,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.949,0.949,0.926,0.926,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,7,4,,0.0,0,0,0,0,0,0.0,0,0,0.933,0.932,0.926,0.925,0.0748,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.917,0.916,0.925,0.925,0.191,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,7,manhattan,0,0,0.0,0,0,0.943,0.943,0.925,0.924,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,13,manhattan,0,0,0.0,0,0,0.934,0.934,0.924,0.924,0.00302,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.924,0.924,0.924,0.923,0.218,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.925,0.925,0.922,0.922,0.203,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,7,4,,0.0,0,0,0,0,0,0.0,0,0,0.929,0.929,0.922,0.922,0.08972,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,6,1,,0.0,0,0,0,0,0,0.0,0,0,0.92,0.92,0.921,0.921,0.06885,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.941,0.941,0.92,0.92,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,6,18,,0.0,0,0,0,0,0,0.0,0,0,0.916,0.916,0.92,0.92,0.06981,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.919,0.919,0.92,0.919,0.21,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.921,0.921,0.919,0.918,0.20301,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.927,0.926,0.919,0.919,0.00296,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,6,7,,0.0,0,0,0,0,0,0.0,0,0,0.921,0.921,0.918,0.918,0.06886,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.926,0.926,0.918,0.918,0.19889,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.938,0.938,0.917,0.916,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,6,3,,0.0,0,0,0,0,0,0.0,0,0,0.919,0.919,0.917,0.917,0.06985,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,6,4,,0.0,0,0,0,0,0,0.0,0,0,0.918,0.918,0.916,0.917,0.07081,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,7,euclidean,0,0,0.0,0,0,0.932,0.931,0.916,0.915,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,5,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.918,0.918,0.916,0.916,0.215,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,9,minkowski,0,0,0.0,0,0,0.931,0.931,0.915,0.915,0.00303,6,2,25976,25,3037688,3172.1215,1848.79686
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.92,0.92,0.915,0.915,6.9145,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.929,0.929,0.914,0.913,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,7,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.917,0.917,0.913,0.913,0.01995,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,12,euclidean,0,0,0.0,0,0,0.924,0.923,0.913,0.912,0.00698,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.94,0.939,0.912,0.912,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,5,1,,0.0,0,0,0,0,0,0.0,0,0,0.901,0.901,0.911,0.911,0.0728,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,8,minkowski,0,0,0.0,0,0,0.926,0.926,0.911,0.91,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.912,0.912,0.911,0.911,0.18199,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.904,0.904,0.91,0.909,0.197,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,20,euclidean,0,0,0.0,0,0,0.917,0.916,0.909,0.908,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.907,0.907,0.909,0.908,0.185,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,14,euclidean,0,0,0.0,0,0,0.921,0.92,0.908,0.908,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,1,,0.0,0,0,0,0,0,0.0,0,0,0.903,0.903,0.908,0.908,0.05984,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,4,,0.0,0,0,0,0,0,0.0,0,0,0.902,0.902,0.907,0.907,0.05984,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,12,minkowski,0,0,0.0,0,0,0.923,0.922,0.907,0.906,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.91,0.91,0.906,0.906,0.182,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,5,,0.0,0,0,0,0,0,0.0,0,0,0.905,0.905,0.905,0.904,0.06287,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,7,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.906,0.906,0.905,0.904,0.279,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.903,0.902,0.904,0.903,0.186,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,18,minkowski,0,0,0.0,0,0,0.919,0.918,0.902,0.901,0.00303,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.897,0.896,0.902,0.902,0.174,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.901,0.9,0.901,0.901,0.16897,6,2,25976,25,3037688,3172.1215,1848.79686
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.9,0.899,0.03463,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,2,,0.0,0,0,0,0,0,0.0,0,0,0.904,0.904,0.899,0.898,0.05987,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.896,0.895,0.899,0.899,0.16496,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.9,0.9,0.898,0.898,0.01197,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,4,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.905,0.905,0.898,0.897,0.191,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.895,0.894,0.897,0.896,0.165,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,6,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.907,0.907,0.897,0.897,0.01799,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,11,,0.0,0,0,0,0,0,0.0,0,0,0.906,0.906,0.896,0.896,0.05788,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.892,0.892,0.894,0.894,0.179,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,5,20,,0.0,0,0,0,0,0,0.0,0,0,0.899,0.898,0.894,0.893,0.0738,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.891,0.891,0.893,0.893,0.171,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,4,1,,0.0,0,0,0,0,0,0.0,0,0,0.887,0.887,0.892,0.891,0.05086,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.886,0.885,0.89,0.889,0.17696,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,3,7,,0.0,0,0,0,0,0,0.0,0,0,0.882,0.883,0.89,0.891,0.03694,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,4,6,,0.0,0,0,0,0,0,0.0,0,0,0.888,0.886,0.889,0.888,0.05186,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.893,0.892,0.889,0.889,0.171,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.894,0.893,0.888,0.887,0.16694,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.889,0.888,0.887,0.886,0.20499,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,9,chebyshev,0,0,0.0,0,0,0.898,0.897,0.887,0.885,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,9,log2,0.0,70,0,0,0,0,0.0,0,0,0.888,0.888,0.886,0.885,0.277,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,3,6,,0.0,0,0,0,0,0,0.0,0,0,0.883,0.884,0.886,0.886,0.04289,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.871,0.869,0.885,0.884,0.15395,6,2,25976,25,3037688,3172.1215,1848.79686
Logistic Regression,0,0,0,0,0.0,0,0,0,sag,l2,0.3,1300,0,0.868,0.868,0.885,0.885,0.28529,6,2,25976,26,3037688,3172.1215,1848.79686
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.873,0.872,0.885,0.885,6.07874,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,7,chebyshev,0,0,0.0,0,0,0.903,0.902,0.884,0.883,0.00399,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,5,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.877,0.876,0.884,0.883,0.25101,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,3,1,,0.0,0,0,0,0,0,0.0,0,0,0.884,0.885,0.883,0.883,0.03689,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.9,0.898,0.883,0.881,0.00303,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.912,0.911,0.881,0.879,0.00303,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,13,log2,0.0,70,0,0,0,0,0.0,0,0,0.878,0.877,0.881,0.88,0.252,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,3,11,log2,0.0,70,0,0,0,0,0.0,0,0,0.883,0.883,0.88,0.88,0.26,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,13,chebyshev,0,0,0.0,0,0,0.893,0.891,0.88,0.878,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,11,chebyshev,0,0,0.0,0,0,0.895,0.894,0.879,0.877,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.869,0.869,0.878,0.877,0.13844,6,2,25976,26,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,16,chebyshev,0,0,0.0,0,0,0.884,0.882,0.878,0.875,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,3,17,,0.0,0,0,0,0,0,0.0,0,0,0.885,0.886,0.878,0.879,0.0389,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.874,0.873,0.878,0.877,0.173,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.88,0.88,0.877,0.877,0.01398,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,12,chebyshev,0,0,0.0,0,0,0.89,0.888,0.877,0.875,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,400,0,0.87,0.87,0.876,0.876,0.12923,6,2,25976,26,3037688,3172.1215,1848.79686
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,linear,0.874,0.874,0.876,0.875,6.26125,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,3,13,,0.0,0,0,0,0,0,0.0,0,0,0.886,0.886,0.876,0.877,0.04591,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.875,0.873,0.876,0.875,0.162,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,4,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.879,0.878,0.875,0.874,0.00997,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,4,19,log2,0.0,0,0,0,0,0,0.0,0,0,0.872,0.872,0.874,0.874,0.01397,6,2,25976,25,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,10,chebyshev,0,0,0.0,0,0,0.894,0.892,0.874,0.872,0.00299,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.872,0.871,0.873,0.872,0.156,6,2,25976,25,3037688,3172.1215,1848.79686
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,linear,0.875,0.875,0.873,0.872,5.75161,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,gini,5,11,auto,0.0,0,0,0,0,0,0.0,0,0,0.868,0.868,0.873,0.873,0.014,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.862,0.86,0.872,0.87,0.15797,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,2,16,,0.0,0,0,0,0,0,0.0,0,0,0.857,0.857,0.872,0.871,0.03889,6,2,25976,25,3037688,3172.1215,1848.79686
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.871,0.871,0.872,0.872,0.08081,6,2,25976,26,3037688,3172.1215,1848.79686
K Nearest Neighbors,0,0,0,0,0.0,0,8,chebyshev,0,0,0.0,0,0,0.897,0.895,0.872,0.87,0.00399,6,2,25976,25,3037688,3172.1215,1848.79686
Random Forest ,gini,2,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.867,0.865,0.87,0.868,0.157,6,2,25976,25,3037688,3172.1215,1848.79686
Decision Tree,entropy,2,3,,0.0,0,0,0,0,0,0.0,0,0,0.858,0.858,0.869,0.869,0.03291,6,2,25976,25,3037688,3172.1215,1848.79686
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.872,0.872,0.868,0.867,0.16606,6,2,25976,26,3037688,3172.1215,1848.79686
Random Forest ,gini,2,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.873,0.872,0.867,0.866,0.15326,6,2,25976,25,3037688,3172.1215,1848.79686
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,linear,0.877,0.877,0.867,0.867,6.18944,6,2,25976,25,3037688,3172.1215,1848.79686
