model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest,gini,4,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.845,0.826,0.856,0.84,0.18351,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.36,0,poly,0.846,0.836,0.855,0.846,35.58917,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.848,0.831,0.855,0.839,0.18251,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,6,15,,0.0,0,0,0,0,0,0.0,0,0,0.857,0.846,0.854,0.843,0.04089,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,5,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.835,0.821,0.853,0.841,0.01197,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,6,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.856,0.845,0.852,0.84,0.15359,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,5,6,,0.0,0,0,0,0,0,0.0,0,0,0.854,0.844,0.852,0.842,0.03491,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,5,5,,0.0,0,0,0,0,0,0.0,0,0,0.853,0.842,0.851,0.841,0.03594,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,entropy,4,6,,0.0,0,0,0,0,0,0.0,0,0,0.842,0.833,0.85,0.842,0.03288,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.847,0.831,0.85,0.833,0.1486,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,3,9,,0.0,0,0,0,0,0,0.0,0,0,0.838,0.823,0.849,0.837,0.02294,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.842,0.822,0.849,0.828,0.12866,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,5,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.851,0.838,0.848,0.835,0.14362,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.843,0.831,0.848,0.837,32.33022,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,entropy,4,11,,0.0,0,0,0,0,0,0.0,0,0,0.844,0.833,0.848,0.838,0.03491,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,4,11,,0.0,0,0,0,0,0,0.0,0,0,0.847,0.835,0.847,0.835,0.02992,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,poly,0.842,0.83,0.847,0.836,31.95636,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.843,0.827,0.847,0.831,0.12267,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,5,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.853,0.84,0.846,0.833,0.14062,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,4,12,,0.0,0,0,0,0,0,0.0,0,0,0.85,0.841,0.846,0.837,0.02989,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.837,0.815,0.845,0.824,0.11569,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.849,0.835,0.844,0.829,0.11968,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,3,4,,0.0,0,0,0,0,0,0.0,0,0,0.839,0.825,0.844,0.83,0.02194,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.11,0,poly,0.845,0.834,0.844,0.832,32.28389,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.05,0,poly,0.84,0.826,0.843,0.831,34.61146,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.844,0.824,0.842,0.822,0.12267,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.08,0,poly,0.844,0.832,0.842,0.829,31.69819,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.19,0,poly,0.847,0.837,0.841,0.831,32.99987,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,10,manhattan,0,0,0.0,0,0,0.858,0.85,0.841,0.831,0.15359,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,19,log2,0.0,90,0,0,0,0,0.0,0,0,0.839,0.821,0.841,0.824,0.22141,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,4,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.85,0.837,0.84,0.824,0.12965,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,poly,0.836,0.821,0.84,0.826,32.43661,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.04,0,poly,0.839,0.826,0.839,0.826,31.60463,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,3,1,,0.0,0,0,0,0,0,0.0,0,0,0.84,0.826,0.839,0.826,0.02194,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,3,12,,0.0,0,0,0,0,0,0.0,0,0,0.841,0.827,0.836,0.822,0.02196,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.28,0,rbf,0.835,0.821,0.836,0.824,38.2717,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,12,euclidean,0,0,0.0,0,0,0.854,0.846,0.836,0.829,0.14162,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.841,0.819,0.836,0.813,0.11569,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.3,300,0,0.823,0.808,0.836,0.823,1.09448,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.17,0,poly,0.848,0.838,0.835,0.824,32.56627,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,8,euclidean,0,0,0.0,0,0,0.861,0.853,0.835,0.826,0.16755,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,poly,0.834,0.819,0.834,0.819,33.4001,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.7,1450,0,0.821,0.805,0.834,0.821,0.43535,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,11,chebyshev,0,0,0.0,0,0,0.849,0.845,0.834,0.831,0.13763,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.8,900,0,0.822,0.807,0.833,0.819,0.22141,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.15,0,rbf,0.829,0.813,0.833,0.818,38.79864,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,8,minkowski,0,0,0.0,0,0,0.859,0.851,0.833,0.824,0.1506,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.01,0,poly,0.827,0.809,0.832,0.816,32.82539,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,rbf,0.837,0.823,0.831,0.819,38.95449,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,3,,0.0,0,0,0,0,0,0.0,0,0,0.825,0.806,0.831,0.813,0.01595,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.5,200,0,0.818,0.801,0.831,0.817,0.28025,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.827,0.796,0.831,0.8,0.1137,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.83,0.8,0.83,0.8,0.11469,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,11,minkowski,0,0,0.0,0,0,0.856,0.852,0.83,0.825,0.15159,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.866,0.863,0.829,0.825,0.19049,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.833,0.803,0.829,0.8,0.11868,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.876,0.873,0.828,0.825,0.1107,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,9,,0.0,0,0,0,0,0,0.0,0,0,0.826,0.807,0.828,0.808,0.01596,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.831,0.8,0.828,0.797,0.15359,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.6,450,0,0.82,0.803,0.828,0.812,0.2254,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.865,0.856,0.827,0.816,0.10672,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,9,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.828,0.796,0.827,0.792,0.16057,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.875,0.872,0.826,0.821,0.10871,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.81,0.79,0.825,0.806,0.16556,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.867,0.858,0.825,0.815,0.10771,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,1,,0.0,0,0,0,0,0,0.0,0,0,0.827,0.808,0.824,0.806,0.01596,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.832,0.802,0.824,0.794,0.11469,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.874,0.871,0.824,0.821,0.11478,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.29,0,linear,0.815,0.783,0.824,0.793,40.59772,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,7,chebyshev,0,0,0.0,0,0,0.862,0.859,0.823,0.82,0.18551,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.823,0.787,0.823,0.784,0.16057,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.18,0,rbf,0.832,0.817,0.823,0.808,39.5315,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.05,0,rbf,0.821,0.801,0.822,0.802,41.12842,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.821,0.781,0.821,0.78,0.12766,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.825,0.808,0.821,0.804,40.32603,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.871,0.868,0.821,0.817,0.10568,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,750,0,0.812,0.792,0.821,0.801,0.11469,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,18,chebyshev,0,0,0.0,0,0,0.844,0.837,0.82,0.811,0.11267,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,rbf,0.82,0.798,0.82,0.799,42.80464,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.826,0.789,0.819,0.781,0.11968,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,2,,0.0,0,0,0,0,0,0.0,0,0,0.828,0.81,0.819,0.798,0.01596,2,2,32561,15,3844217,12739.90078,7559.26862
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.864,0.856,0.819,0.808,0.12663,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.829,0.798,0.818,0.784,0.11469,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,rbf,0.817,0.788,0.817,0.789,46.96499,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.815,0.769,0.816,0.769,0.11769,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.816,0.778,0.816,0.779,0.00399,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,100,0,0.817,0.799,0.816,0.799,0.19747,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.18,0,linear,0.813,0.779,0.816,0.782,41.27862,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,entropy,2,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.813,0.789,0.815,0.792,0.00599,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.09,0,linear,0.81,0.777,0.815,0.784,44.33084,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,11,log2,0.0,70,0,0,0,0,0.0,0,0,0.812,0.763,0.815,0.769,0.15259,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.813,0.793,0.815,0.795,0.17034,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,8,auto,0.0,0,0,0,0,0,0.0,0,0,0.814,0.79,0.814,0.79,0.00498,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,entropy,3,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.811,0.762,0.814,0.765,0.12951,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,3,1,sqrt,0.0,210,0,0,0,0,0.0,0,0,0.824,0.786,0.813,0.771,0.45678,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,350,0,0.814,0.795,0.813,0.795,0.13663,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,15,log2,0.0,0,0,0,0,0,0.0,0,0,0.807,0.794,0.812,0.799,0.00499,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.16,0,linear,0.811,0.775,0.811,0.774,39.87897,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,entropy,2,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.808,0.795,0.809,0.795,0.00402,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.802,0.747,0.809,0.754,0.10671,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,linear,0.808,0.771,0.809,0.77,41.17981,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,400,0,0.815,0.795,0.808,0.787,0.13564,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,1,20,auto,0.0,0,0,0,0,0,0.0,0,0,0.801,0.746,0.808,0.755,0.00598,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.14,0,linear,0.814,0.781,0.808,0.774,40.65314,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.815,0.792,0.807,0.78,0.005,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1200,0,0.819,0.8,0.807,0.788,0.21443,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.06,0,linear,0.809,0.774,0.807,0.773,44.99407,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.23,0,linear,0.816,0.782,0.806,0.77,40.7825,2,2,32561,15,3844217,12739.90078,7559.26862
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.816,0.796,0.805,0.786,0.08677,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.796,0.735,0.805,0.746,0.10672,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,1,7,auto,0.0,0,0,0,0,0,0.0,0,0,0.802,0.747,0.805,0.751,0.00399,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.05,0,linear,0.807,0.769,0.805,0.765,41.30073,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.97,0,linear,0.818,0.785,0.804,0.767,41.58598,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.799,0.741,0.804,0.746,0.13165,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,entropy,1,15,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.8,0.743,0.803,0.745,0.00399,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.803,0.746,0.802,0.745,0.11669,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.795,0.733,0.801,0.74,0.1137,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.803,0.749,0.8,0.744,0.00399,2,2,32561,15,3844217,12739.90078,7559.26862
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.807,0.781,0.8,0.773,0.01028,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.8,0.742,0.8,0.741,0.10572,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.801,0.744,0.799,0.742,0.13564,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,1,sqrt,0.0,90,0,0,0,0,0.0,0,0,0.805,0.749,0.798,0.741,0.19348,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.807,0.753,0.797,0.738,0.10871,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.798,0.739,0.797,0.737,0.00499,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.04,0,linear,0.804,0.761,0.797,0.754,40.94689,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.799,0.739,0.796,0.736,0.00499,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.797,0.736,0.795,0.732,0.00498,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,entropy,2,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.791,0.724,0.794,0.729,0.00897,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,linear,0.8,0.752,0.794,0.744,41.30548,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,3,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.783,0.744,0.792,0.752,0.00595,2,2,32561,15,3844217,12739.90078,7559.26862
Decision Tree,gini,2,20,auto,0.0,0,0,0,0,0,0.0,0,0,0.784,0.75,0.791,0.761,0.00599,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.798,0.738,0.791,0.725,0.14761,2,2,32561,15,3844217,12739.90078,7559.26862
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,linear,0.788,0.727,0.79,0.729,42.5307,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,11,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.791,0.724,0.79,0.721,0.1486,2,2,32561,15,3844217,12739.90078,7559.26862
Random Forest,gini,2,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.793,0.728,0.789,0.722,0.1127,2,2,32561,15,3844217,12739.90078,7559.26862
