model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.993,0.993,0.994,0.994,0.002,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.995,0.995,0.993,0.993,0.00498,12,4,10129,18,810257,318.15083,184.77071
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.997,0.997,0.993,0.993,0.001,12,4,10129,18,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,rbf,0.991,0.991,0.993,0.993,0.14711,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,3,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.992,0.992,0.992,0.992,0.179,12,4,10129,18,810257,318.15083,184.77071
K Nearest Neighbors,0,0,0,0,0.0,0,8,chebyshev,0,0,0.0,0,0,0.992,0.992,0.992,0.992,0.00199,12,4,10129,18,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,rbf,0.995,0.995,0.992,0.992,0.12298,12,4,10129,18,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.9,0,linear,0.99,0.991,0.991,0.991,0.06994,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1500,0,0.983,0.983,0.991,0.991,0.17183,12,4,10129,19,810257,318.15083,184.77071
Random Forest ,gini,3,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.991,0.991,0.991,0.991,0.21,12,4,10129,18,810257,318.15083,184.77071
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.995,0.995,0.99,0.99,0.00199,12,4,10129,18,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,rbf,0.989,0.989,0.99,0.99,0.16968,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,350,0,0.985,0.985,0.989,0.989,0.18746,12,4,10129,19,810257,318.15083,184.77071
K Nearest Neighbors,0,0,0,0,0.0,0,13,chebyshev,0,0,0.0,0,0,0.991,0.991,0.989,0.989,0.002,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,2,,0.0,0,0,0,0,0,0.0,0,0,0.99,0.99,0.989,0.989,0.01396,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,3,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.99,0.99,0.988,0.988,0.238,12,4,10129,18,810257,318.15083,184.77071
K Nearest Neighbors,0,0,0,0,0.0,0,19,euclidean,0,0,0.0,0,0,0.99,0.99,0.988,0.988,0.001,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,100,0,0.984,0.984,0.988,0.988,0.18746,12,4,10129,19,810257,318.15083,184.77071
Decision Tree,gini,4,5,,0.0,0,0,0,0,0,0.0,0,0,0.991,0.991,0.988,0.988,0.01296,12,4,10129,18,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.986,0.986,0.987,0.987,0.2224,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,3,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.989,0.989,0.987,0.987,0.187,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,150,0,0.982,0.982,0.986,0.986,0.18746,12,4,10129,19,810257,318.15083,184.77071
Decision Tree,gini,3,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.98,0.98,0.985,0.984,0.00299,12,4,10129,18,810257,318.15083,184.77071
K Nearest Neighbors,0,0,0,0,0.0,0,18,chebyshev,0,0,0.0,0,0,0.988,0.989,0.985,0.985,0.001,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,3,19,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.986,0.986,0.984,0.984,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,11,log2,0.0,0,0,0,0,0,0.0,0,0,0.984,0.984,0.983,0.983,0.00299,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.976,0.976,0.983,0.983,0.18746,12,4,10129,19,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.985,0.985,0.983,0.983,0.13464,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,18,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.981,0.981,0.982,0.982,0.00399,12,4,10129,18,810257,318.15083,184.77071
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,linear,0.988,0.988,0.982,0.982,0.0869,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,entropy,2,11,log2,0.0,150,0,0,0,0,0.0,0,0,0.979,0.978,0.981,0.98,0.36815,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,1,sqrt,0.0,90,0,0,0,0,0.0,0,0,0.98,0.98,0.98,0.98,0.341,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,16,auto,0.0,0,0,0,0,0,0.0,0,0,0.978,0.978,0.98,0.98,0.00499,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.978,0.977,0.98,0.98,0.2187,12,4,10129,19,810257,318.15083,184.77071
Random Forest ,gini,2,9,log2,0.0,70,0,0,0,0,0.0,0,0,0.966,0.965,0.979,0.978,0.207,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,3,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.983,0.983,0.979,0.978,0.00399,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1700,0,0.977,0.977,0.979,0.979,0.15617,12,4,10129,19,810257,318.15083,184.77071
Decision Tree,gini,3,12,auto,0.0,0,0,0,0,0,0.0,0,0,0.977,0.977,0.978,0.978,0.00403,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.979,0.978,0.978,0.978,0.15621,12,4,10129,19,810257,318.15083,184.77071
Random Forest ,gini,2,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.972,0.971,0.978,0.977,0.0985,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,13,auto,0.0,0,0,0,0,0,0.0,0,0,0.975,0.974,0.977,0.977,0.00299,12,4,10129,18,810257,318.15083,184.77071
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.98,0.979,0.977,0.977,0.15621,12,4,10129,19,810257,318.15083,184.77071
Decision Tree,entropy,3,6,auto,0.0,0,0,0,0,0,0.0,0,0,0.972,0.973,0.976,0.977,0.00498,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,9,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.979,0.979,0.975,0.976,0.00299,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.976,0.975,0.974,0.974,0.09916,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,1,,0.0,0,0,0,0,0,0.0,0,0,0.967,0.966,0.973,0.973,0.012,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,7,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.973,0.972,0.972,0.971,0.237,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.974,0.974,0.971,0.97,0.09769,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,3,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.974,0.975,0.97,0.97,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,6,,0.0,0,0,0,0,0,0.0,0,0,0.968,0.967,0.969,0.969,0.00997,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.975,0.975,0.968,0.967,0.0977,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.964,0.963,0.967,0.966,0.10091,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,15,log2,0.0,70,0,0,0,0,0.0,0,0,0.965,0.964,0.966,0.965,0.221,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,4,,0.0,0,0,0,0,0,0.0,0,0,0.969,0.969,0.966,0.966,0.01101,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.971,0.97,0.965,0.964,0.09954,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,3,,0.0,0,0,0,0,0,0.0,0,0,0.966,0.965,0.965,0.965,0.01097,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,17,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.963,0.961,0.963,0.961,0.202,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,14,,0.0,0,0,0,0,0,0.0,0,0,0.971,0.97,0.963,0.963,0.00997,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.958,0.957,0.962,0.962,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,9,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.957,0.959,0.961,0.962,0.00399,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.969,0.968,0.961,0.959,0.16196,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,1,log2,0.0,70,0,0,0,0,0.0,0,0,0.97,0.969,0.96,0.959,0.196,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,10,auto,0.0,0,0,0,0,0,0.0,0,0,0.951,0.952,0.96,0.96,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,20,,0.0,0,0,0,0,0,0.0,0,0,0.964,0.964,0.959,0.957,0.01197,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,5,sqrt,0.0,110,0,0,0,0,0.0,0,0,0.96,0.958,0.958,0.956,0.29697,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.959,0.958,0.958,0.958,0.00399,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,17,log2,0.0,50,0,0,0,0,0.0,0,0,0.961,0.959,0.957,0.955,0.10005,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,12,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.952,0.951,0.957,0.956,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.96,0.96,0.956,0.956,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,17,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.956,0.956,0.955,0.956,0.00399,12,4,10129,18,810257,318.15083,184.77071
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.966,0.967,0.955,0.957,0.0056,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,entropy,2,15,log2,0.0,110,0,0,0,0,0.0,0,0,0.954,0.949,0.95,0.944,0.268,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,18,log2,0.0,0,0,0,0,0,0.0,0,0,0.946,0.944,0.95,0.947,0.00499,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.945,0.945,0.949,0.948,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,19,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.944,0.941,0.948,0.945,0.00299,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,2,19,log2,0.0,70,0,0,0,0,0.0,0,0,0.959,0.958,0.948,0.945,0.212,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,11,auto,0.0,0,0,0,0,0,0.0,0,0,0.937,0.934,0.947,0.944,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,13,log2,0.0,0,0,0,0,0,0.0,0,0,0.938,0.938,0.946,0.948,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,17,auto,0.0,0,0,0,0,0,0.0,0,0,0.941,0.942,0.945,0.946,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,12,log2,0.0,0,0,0,0,0,0.0,0,0,0.947,0.947,0.944,0.944,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,4,15,log2,0.0,0,0,0,0,0,0.0,0,0,0.942,0.933,0.943,0.933,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,20,auto,0.0,0,0,0,0,0,0.0,0,0,0.939,0.936,0.941,0.936,0.00402,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,4,18,auto,0.0,0,0,0,0,0,0.0,0,0,0.95,0.947,0.94,0.937,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,4,,0.0,0,0,0,0,0,0.0,0,0,0.931,0.924,0.934,0.926,0.00798,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.93,0.918,0.933,0.921,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,3,,0.0,0,0,0,0,0,0.0,0,0,0.932,0.924,0.931,0.924,0.00798,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,7,,0.0,0,0,0,0,0,0.0,0,0,0.934,0.925,0.928,0.917,0.00798,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,2,4,,0.0,0,0,0,0,0,0.0,0,0,0.922,0.916,0.927,0.921,0.00898,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,20,log2,0.0,0,0,0,0,0,0.0,0,0,0.917,0.889,0.926,0.901,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,18,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.928,0.927,0.925,0.926,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,1,,0.0,0,0,0,0,0,0.0,0,0,0.933,0.926,0.924,0.917,0.00898,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.924,0.926,0.923,0.927,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.92,0.923,0.922,0.926,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,5,,0.0,0,0,0,0,0,0.0,0,0,0.936,0.927,0.921,0.908,0.00894,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,9,auto,0.0,0,0,0,0,0,0.0,0,0,0.904,0.875,0.919,0.895,0.00495,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,2,6,,0.0,0,0,0,0,0,0.0,0,0,0.926,0.92,0.917,0.909,0.00898,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,10,auto,0.0,0,0,0,0,0,0.0,0,0,0.91,0.898,0.915,0.903,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.909,0.892,0.914,0.896,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.916,0.906,0.912,0.898,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,3,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.918,0.911,0.911,0.902,0.00395,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,14,auto,0.0,0,0,0,0,0,0.0,0,0,0.898,0.9,0.91,0.911,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,2,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.907,0.882,0.909,0.888,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.908,0.884,0.908,0.884,0.002,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,8,auto,0.0,0,0,0,0,0,0.0,0,0,0.912,0.888,0.906,0.88,0.00303,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,2,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.902,0.891,0.905,0.893,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,18,log2,0.0,0,0,0,0,0,0.0,0,0,0.896,0.874,0.904,0.882,0.00199,12,4,10129,18,810257,318.15083,184.77071
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.9,0.946,0.02497,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,2,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.901,0.881,0.9,0.88,0.00399,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.893,0.864,0.899,0.872,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,12,auto,0.0,0,0,0,0,0,0.0,0,0,0.883,0.844,0.897,0.863,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,17,log2,0.0,0,0,0,0,0,0.0,0,0,0.879,0.854,0.896,0.875,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,12,,0.0,0,0,0,0,0,0.0,0,0,0.884,0.846,0.895,0.858,0.00499,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,6,auto,0.0,0,0,0,0,0,0.0,0,0,0.897,0.893,0.89,0.888,0.003,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,6,,0.0,0,0,0,0,0,0.0,0,0,0.885,0.848,0.889,0.849,0.00499,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,7,log2,0.0,90,0,0,0,0,0.0,0,0,0.867,0.822,0.888,0.849,0.36,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,entropy,1,1,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.877,0.835,0.886,0.845,0.196,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.886,0.848,0.885,0.847,0.00499,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.887,0.849,0.883,0.844,0.00399,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.872,0.826,0.883,0.84,0.09421,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.875,0.831,0.881,0.837,0.09619,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,7,,0.0,0,0,0,0,0,0.0,0,0,0.888,0.85,0.88,0.84,0.00602,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.865,0.82,0.879,0.837,0.12696,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.876,0.831,0.877,0.83,0.09711,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.883,0.841,0.876,0.832,0.10525,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,8,log2,0.0,0,0,0,0,0,0.0,0,0,0.868,0.829,0.875,0.834,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,11,,0.0,0,0,0,0,0,0.0,0,0,0.889,0.852,0.873,0.832,0.00497,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.871,0.828,0.873,0.831,0.09696,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.869,0.829,0.872,0.833,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.86,0.823,0.87,0.838,0.002,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.857,0.822,0.869,0.839,0.00299,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,2,7,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.878,0.854,0.868,0.843,0.00399,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.864,0.818,0.868,0.823,0.1194,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.858,0.822,0.867,0.837,0.00199,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.87,0.825,0.867,0.821,0.09843,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.868,0.822,0.865,0.821,0.09998,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.871,0.831,0.865,0.826,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.859,0.824,0.863,0.831,0.00199,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.869,0.824,0.862,0.817,0.10694,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.863,0.811,0.861,0.808,0.00199,12,4,10129,18,810257,318.15083,184.77071
Random Forest ,gini,1,1,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.874,0.832,0.861,0.815,0.17301,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,entropy,1,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.852,0.821,0.86,0.83,0.00203,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,9,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.865,0.827,0.858,0.82,0.00196,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.873,0.834,0.857,0.814,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,18,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.864,0.812,0.856,0.802,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.856,0.802,0.855,0.802,0.00199,12,4,10129,18,810257,318.15083,184.77071
Decision Tree,gini,1,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.866,0.829,0.853,0.813,0.00199,12,4,10129,18,810257,318.15083,184.77071
