model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Gradient Boosting,0,5,0,0,0.1,30,0,0,0,0,0.0,0,0,0.868,0.862,0.843,0.836,0.10455,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,3,0,0,0.1,210,0,0,0,0,0.0,0,0,0.869,0.864,0.842,0.836,0.48664,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,8,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.873,0.867,0.842,0.833,0.17442,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,9,,0.0,0,0,0,0,0,0.0,0,0,0.829,0.823,0.842,0.836,0.00299,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,11,0,0,0.1,10,0,0,0,0,0.0,0,0,0.904,0.9,0.841,0.835,0.18303,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,entropy,5,1,,0.0,0,0,0,0,0,0.0,0,0,0.842,0.834,0.841,0.834,0.00299,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.847,0.836,0.841,0.829,0.12652,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.7,0,rbf,0.844,0.835,0.841,0.833,0.33418,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,1,,0.0,0,0,0,0,0,0.0,0,0,0.833,0.825,0.84,0.834,0.00299,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,11,0,0,0.1,50,0,0,0,0,0.0,0,0,0.925,0.923,0.84,0.837,0.80919,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,15,minkowski,0,0,0.0,0,0,0.833,0.825,0.84,0.833,0.00698,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.845,0.833,0.84,0.826,0.13253,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,13,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.888,0.884,0.839,0.833,0.17441,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,7,0,0,0.1,10,0,0,0,0,0.0,0,0,0.872,0.866,0.839,0.831,0.057,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,15,auto,0.0,0,0,0,0,0,0.0,0,0,0.828,0.815,0.838,0.826,0.00199,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,13,manhattan,0,0,0.0,0,0,0.837,0.829,0.838,0.83,0.00698,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,4,6,auto,0.0,0,0,0,0,0,0.0,0,0,0.822,0.812,0.837,0.827,0.00299,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,0.9,0,rbf,0.827,0.814,0.837,0.825,0.38397,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,6,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.849,0.838,0.837,0.826,0.14506,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,5,0,0,0.1,110,0,0,0,0,0.0,0,0,0.886,0.882,0.837,0.83,0.40907,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,entropy,5,9,log2,0.0,0,0,0,0,0,0.0,0,0,0.821,0.804,0.836,0.819,0.00299,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,11,0,0,0.1,90,0,0,0,0,0.0,0,0,0.929,0.928,0.836,0.832,1.61389,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.842,0.829,0.836,0.821,0.10651,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.3,0,rbf,0.842,0.833,0.836,0.826,0.31017,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,5,,0.0,0,0,0,0,0,0.0,0,0,0.834,0.827,0.835,0.827,0.00299,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.835,0.821,0.835,0.823,0.27111,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,10,chebyshev,0,0,0.0,0,0,0.829,0.819,0.835,0.826,0.00698,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.6,0,rbf,0.847,0.838,0.834,0.823,0.32912,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,0.832,0.819,0.834,0.819,0.04351,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,poly,0.818,0.804,0.832,0.82,0.32712,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,12,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.889,0.885,0.832,0.824,0.12242,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,5,0,0,0.1,90,0,0,0,0,0.0,0,0,0.88,0.876,0.832,0.827,0.35319,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,21,0,0,0.1,10,0,0,0,0,0.0,0,0,0.928,0.926,0.831,0.829,0.24071,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,4,15,log2,0.0,0,0,0,0,0,0.0,0,0,0.823,0.806,0.831,0.819,0.001,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.839,0.827,0.831,0.816,0.1135,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.2,0,rbf,0.831,0.819,0.83,0.82,0.32313,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,13,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.887,0.883,0.83,0.823,0.14885,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,17,euclidean,0,0,0.0,0,0,0.823,0.815,0.83,0.823,0.00698,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.817,0.801,0.829,0.815,0.11651,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.863,0.86,0.829,0.826,0.00702,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,13,0,0,0.1,30,0,0,0,0,0.0,0,0,0.926,0.925,0.829,0.826,0.60911,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,11,,0.0,0,0,0,0,0,0.0,0,0,0.837,0.83,0.828,0.82,0.00399,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,13,0,0,0.1,10,0,0,0,0,0.0,0,0,0.92,0.918,0.828,0.823,0.21557,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.823,0.808,0.828,0.813,0.15049,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.845,0.837,0.828,0.821,0.00698,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,6,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.841,0.83,0.827,0.816,0.12014,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,poly,0.826,0.815,0.827,0.813,0.48969,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,3,,0.0,0,0,0,0,0,0.0,0,0,0.831,0.821,0.827,0.818,0.00299,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.9,0,poly,0.828,0.817,0.826,0.816,0.58643,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.825,0.812,0.826,0.812,0.11403,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.818,0.802,0.825,0.809,0.11004,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,10,euclidean,0,0,0.0,0,0,0.838,0.83,0.825,0.815,0.00598,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.7,0,poly,0.83,0.821,0.825,0.812,0.46477,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,8,chebyshev,0,0,0.0,0,0,0.839,0.83,0.824,0.814,0.00598,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,4,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.795,0.78,0.824,0.812,0.001,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,9,0,0,0.1,10,0,0,0,0,0.0,0,0,0.888,0.883,0.824,0.814,0.09752,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.831,0.815,0.824,0.806,0.12652,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,0.9,0,poly,0.825,0.813,0.824,0.814,0.39893,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.836,0.823,0.823,0.806,0.10549,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,entropy,4,20,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.807,0.791,0.823,0.811,0.00199,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.808,0.792,0.822,0.808,0.00199,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.837,0.824,0.822,0.805,0.15253,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.857,0.853,0.821,0.817,0.00698,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,4,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.799,0.78,0.82,0.804,0.00199,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,21,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.932,0.931,0.82,0.815,0.1599,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,16,euclidean,0,0,0.0,0,0,0.826,0.816,0.818,0.806,0.00698,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,poly,0.815,0.801,0.818,0.803,0.31516,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,15,log2,0.0,0,0,0,0,0,0.0,0,0,0.825,0.814,0.818,0.808,0.00199,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.871,0.867,0.817,0.811,0.00798,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.811,0.795,0.817,0.796,0.10737,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,15,0,0,0.1,10,0,0,0,0,0.0,0,0,0.923,0.921,0.817,0.816,0.226,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.782,0.76,0.817,0.8,0.00199,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.849,0.844,0.816,0.808,0.00598,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,5,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.843,0.831,0.816,0.804,0.11509,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,13,log2,0.0,0,0,0,0,0,0.0,0,0,0.809,0.793,0.816,0.801,0.001,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.81,0.794,0.815,0.798,0.00199,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.0,0,rbf,0.832,0.82,0.815,0.804,0.33012,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,2,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.789,0.766,0.815,0.793,0.10344,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.851,0.843,0.815,0.805,0.00698,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.852,0.844,0.814,0.803,0.00698,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,entropy,4,11,,0.0,0,0,0,0,0,0.0,0,0,0.793,0.77,0.814,0.795,0.00299,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,poly,0.816,0.8,0.814,0.8,0.34607,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,11,euclidean,0,0,0.0,0,0,0.841,0.834,0.813,0.802,0.00698,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,11,auto,0.0,0,0,0,0,0,0.0,0,0,0.813,0.796,0.812,0.792,0.002,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,8,euclidean,0,0,0.0,0,0,0.846,0.837,0.812,0.801,0.00698,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.813,0.792,0.811,0.791,0.16607,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,poly,0.806,0.79,0.811,0.798,0.27028,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,9,minkowski,0,0,0.0,0,0,0.847,0.841,0.811,0.803,0.00698,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,18,log2,0.0,0,0,0,0,0,0.0,0,0,0.796,0.772,0.81,0.789,0.002,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,4,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.808,0.788,0.809,0.791,0.12953,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,9,euclidean,0,0,0.0,0,0,0.848,0.843,0.809,0.802,0.00698,22,2,4653,9,195247,228.01801,1.27127
SVC,0,0,0,0,0.0,0,0,0,0,0,1.1,0,poly,0.824,0.811,0.809,0.796,0.41788,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.811,0.796,0.809,0.791,0.00199,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,4,2,,0.0,0,0,0,0,0,0.0,0,0,0.804,0.786,0.807,0.786,0.00199,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,2,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.784,0.756,0.807,0.785,0.09258,22,2,4653,9,195247,228.01801,1.27127
K Nearest Neighbors,0,0,0,0,0.0,0,17,minkowski,0,0,0.0,0,0,0.828,0.821,0.806,0.795,0.00698,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,2,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.791,0.768,0.806,0.785,0.11944,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,5,15,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.819,0.804,0.806,0.792,0.00199,22,2,4653,9,195247,228.01801,1.27127
Gradient Boosting,0,25,0,0,0.1,70,0,0,0,0,0.0,0,0,0.932,0.93,0.805,0.803,1.53607,22,2,4653,9,195247,228.01801,1.27127
Decision Tree,gini,3,16,log2,0.0,0,0,0,0,0,0.0,0,0,0.812,0.796,0.805,0.789,0.001,22,2,4653,9,195247,228.01801,1.27127
Random Forest ,gini,3,17,log2,0.0,50,0,0,0,0,0.0,0,0,0.804,0.784,0.803,0.783,0.10604,22,2,4653,9,195247,228.01801,1.27127
