model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,5,8,,0.0,0,0,0,0,0,0.0,0,0,0.982,0.982,0.987,0.987,0.01692,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,19,minkowski,0,0,0.0,0,0,0.976,0.976,0.987,0.987,0.01197,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.99,0.99,0.985,0.985,0.00997,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,6,1,,0.0,0,0,0,0,0,0.0,0,0,0.989,0.989,0.985,0.985,0.01596,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,8,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.983,0.984,0.985,0.985,0.20545,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,300,0,0.982,0.982,0.985,0.986,0.15621,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,18,minkowski,0,0,0.0,0,0,0.977,0.977,0.984,0.984,0.01197,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,5,5,,0.0,0,0,0,0,0,0.0,0,0,0.983,0.983,0.984,0.984,0.01991,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,6,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.982,0.982,0.984,0.984,0.13264,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,500,0,0.983,0.983,0.983,0.983,0.23206,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,6,18,,0.0,0,0,0,0,0,0.0,0,0,0.984,0.984,0.983,0.983,0.01596,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,poly,0.981,0.981,0.983,0.983,0.15359,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.988,0.988,0.983,0.983,0.01197,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,7,18,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.985,0.985,0.983,0.983,0.13804,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,8,euclidean,0,0,0.0,0,0,0.985,0.985,0.982,0.982,0.00997,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,18,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.975,0.975,0.982,0.982,0.0976,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.983,0.983,0.981,0.981,0.19747,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.984,0.984,0.981,0.981,0.12866,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,4,15,,0.0,0,0,0,0,0,0.0,0,0,0.971,0.971,0.981,0.981,0.01197,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,4,3,,0.0,0,0,0,0,0,0.0,0,0,0.975,0.975,0.98,0.979,0.01197,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.987,0.987,0.98,0.98,0.01197,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.8,0,linear,0.99,0.99,0.98,0.98,0.09275,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.984,0.984,0.98,0.98,0.28198,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,rbf,0.989,0.989,0.979,0.978,0.13165,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.981,0.981,0.979,0.978,0.03124,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,6,16,log2,0.0,50,0,0,0,0,0.0,0,0,0.97,0.969,0.979,0.979,0.08641,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,14,manhattan,0,0,0.0,0,0,0.981,0.981,0.979,0.978,0.01097,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,8,minkowski,0,0,0.0,0,0,0.984,0.984,0.978,0.978,0.00997,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.976,0.976,0.976,0.976,0.08047,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,3,12,,0.0,0,0,0,0,0,0.0,0,0,0.967,0.966,0.976,0.976,0.01097,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.987,0.987,0.976,0.977,0.08477,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.985,0.985,0.975,0.975,0.03504,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,4,15,,0.0,0,0,0,0,0,0.0,0,0,0.976,0.976,0.975,0.975,0.012,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.989,0.988,0.975,0.975,0.00698,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,18,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.969,0.969,0.974,0.974,0.13265,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,800,0,0.986,0.986,0.974,0.974,0.03383,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,19,euclidean,0,0,0.0,0,0,0.979,0.979,0.974,0.974,0.01097,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,3,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.966,0.966,0.973,0.973,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.977,0.977,0.973,0.973,0.14436,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.974,0.974,0.972,0.972,0.07376,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,3,2,,0.0,0,0,0,0,0,0.0,0,0,0.968,0.967,0.971,0.971,0.01197,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.5,1800,0,0.989,0.989,0.971,0.971,0.20467,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,16,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.965,0.965,0.971,0.97,0.13232,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,poly,0.976,0.976,0.971,0.972,0.16855,7,3,4465,242,2197973,0.06272,0.13717
K Nearest Neighbors,0,0,0,0,0.0,0,17,minkowski,0,0,0.0,0,0,0.982,0.982,0.97,0.97,0.01197,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,4,1,,0.0,0,0,0,0,0,0.0,0,0,0.977,0.977,0.97,0.969,0.01293,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,3,6,,0.0,0,0,0,0,0,0.0,0,0,0.969,0.968,0.969,0.968,0.00998,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,16,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.981,0.981,0.969,0.969,0.14315,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,4,,0.0,0,0,0,0,0,0.0,0,0,0.955,0.955,0.968,0.968,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.1,150,0,0.975,0.975,0.968,0.968,0.03124,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,7,4,log2,0.0,50,0,0,0,0,0.0,0,0,0.98,0.979,0.968,0.968,0.08648,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.1,1000,0,0.973,0.973,0.965,0.966,0.04686,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,2,19,,0.0,0,0,0,0,0,0.0,0,0,0.943,0.945,0.965,0.966,0.00698,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,14,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.971,0.97,0.965,0.965,0.1135,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.978,0.978,0.964,0.964,0.0884,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,sigmoid,0.961,0.96,0.963,0.963,0.21243,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,1,,0.0,0,0,0,0,0,0.0,0,0,0.956,0.956,0.963,0.964,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,3,9,auto,0.0,0,0,0,0,0,0.0,0,0,0.95,0.95,0.962,0.961,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,0.1,1200,0,0.976,0.976,0.961,0.961,0.84351,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.973,0.972,0.961,0.96,0.09525,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,2,11,,0.0,0,0,0,0,0,0.0,0,0,0.944,0.946,0.96,0.96,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.946,0.943,0.96,0.958,0.08886,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,6,6,log2,0.0,50,0,0,0,0,0.0,0,0,0.968,0.967,0.959,0.958,0.07879,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,3,,0.0,0,0,0,0,0,0.0,0,0,0.958,0.958,0.959,0.959,0.00794,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,2,,0.0,0,0,0,0,0,0.0,0,0,0.957,0.958,0.957,0.958,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,7,,0.0,0,0,0,0,0,0.0,0,0,0.959,0.959,0.956,0.956,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,14,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.954,0.952,0.955,0.954,0.07176,7,3,4465,242,2197973,0.06272,0.13717
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.1,400,0,0.978,0.978,0.955,0.955,0.03124,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.945,0.942,0.953,0.951,0.16086,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.951,0.949,0.952,0.95,0.11432,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,2,12,,0.0,0,0,0,0,0,0.0,0,0,0.946,0.948,0.952,0.954,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,16,log2,0.0,50,0,0,0,0,0.0,0,0,0.955,0.953,0.95,0.947,0.14618,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,2,3,,0.0,0,0,0,0,0,0.0,0,0,0.947,0.949,0.948,0.95,0.00798,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,8,,0.0,0,0,0,0,0,0.0,0,0,0.921,0.917,0.947,0.945,0.00499,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,6,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.949,0.947,0.947,0.944,0.13799,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,6,18,log2,0.0,50,0,0,0,0,0.0,0,0,0.957,0.955,0.946,0.943,0.08038,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,14,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.945,0.944,0.945,0.945,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,20,log2,0.0,50,0,0,0,0,0.0,0,0,0.941,0.938,0.945,0.942,0.18215,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,10,,0.0,0,0,0,0,0,0.0,0,0,0.948,0.95,0.944,0.946,0.00898,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.948,0.946,0.944,0.941,0.20195,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,17,,0.0,0,0,0,0,0,0.0,0,0,0.922,0.918,0.943,0.941,0.00598,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,5,13,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.953,0.952,0.942,0.941,0.00599,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.933,0.928,0.942,0.938,0.07427,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.934,0.93,0.94,0.937,0.07245,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.923,0.919,0.94,0.937,0.00598,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.924,0.92,0.938,0.936,0.00396,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.926,0.921,0.936,0.933,0.07204,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,sigmoid,0.935,0.935,0.936,0.937,0.17154,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,4,log2,0.0,50,0,0,0,0,0.0,0,0,0.936,0.931,0.934,0.928,0.12242,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.925,0.921,0.934,0.931,0.00698,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.921,0.915,0.932,0.927,0.073,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,sigmoid,0.928,0.928,0.931,0.93,0.23437,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.926,0.922,0.929,0.927,0.00698,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,20,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.92,0.914,0.929,0.924,0.09677,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.932,0.927,0.928,0.924,0.07694,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.931,0.927,0.927,0.921,0.07613,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,sigmoid,0.931,0.931,0.926,0.926,0.10073,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,8,log2,0.0,70,0,0,0,0,0.0,0,0,0.922,0.915,0.926,0.921,0.27466,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.927,0.923,0.925,0.921,0.00499,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,sigmoid,0.927,0.927,0.925,0.925,0.1486,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,18,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.937,0.933,0.924,0.918,0.09833,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.895,0.881,0.923,0.914,0.07254,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,19,,0.0,0,0,0,0,0,0.0,0,0,0.928,0.924,0.922,0.917,0.00599,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,sigmoid,0.924,0.924,0.922,0.921,0.12168,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,sigmoid,0.93,0.93,0.92,0.921,0.12965,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.93,0.925,0.92,0.914,0.07072,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,11,log2,0.0,0,0,0,0,0,0.0,0,0,0.908,0.906,0.92,0.919,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,5,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.92,0.915,0.919,0.912,0.00396,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,12,sqrt,0.0,110,0,0,0,0,0.0,0,0,0.899,0.887,0.919,0.912,0.1481,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,1.2,0,sigmoid,0.936,0.936,0.918,0.92,0.10671,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.942,0.94,0.918,0.914,0.07451,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,5,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.928,0.923,0.917,0.91,0.08175,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,15,,0.0,0,0,0,0,0,0.0,0,0,0.929,0.925,0.917,0.913,0.00499,7,3,4465,242,2197973,0.06272,0.13717
SVC,0,0,0,0,0.0,0,0,0,0,0,1.1,0,sigmoid,0.933,0.933,0.916,0.917,0.10173,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,18,log2,0.0,90,0,0,0,0,0.0,0,0,0.919,0.912,0.916,0.909,0.18438,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,7,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.913,0.911,0.915,0.914,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,6,,0.0,0,0,0,0,0,0.0,0,0,0.93,0.926,0.914,0.908,0.00598,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,4,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.924,0.918,0.914,0.907,0.09933,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,1,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.91,0.908,0.913,0.911,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,4,log2,0.0,50,0,0,0,0,0.0,0,0,0.908,0.899,0.912,0.901,0.07456,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.931,0.927,0.91,0.906,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.897,0.885,0.91,0.899,0.10827,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.906,0.902,0.909,0.906,0.003,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.91,0.901,0.909,0.901,0.10833,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,9,log2,0.0,0,0,0,0,0,0.0,0,0,0.894,0.884,0.908,0.899,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,18,log2,0.0,50,0,0,0,0,0.0,0,0,0.911,0.902,0.907,0.898,0.09504,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,3,9,auto,0.0,0,0,0,0,0,0.0,0,0,0.889,0.878,0.907,0.9,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.896,0.883,0.906,0.896,0.10215,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.897,0.887,0.906,0.896,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,20,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.9,0.888,0.905,0.894,0.08446,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,2,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.904,0.893,0.905,0.894,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,gini,5,10,log2,0.0,0,0,0,0,0,0.0,0,0,0.909,0.901,0.904,0.894,0.00399,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,3,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.902,0.889,0.903,0.891,0.0711,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,7,auto,0.0,0,0,0,0,0,0.0,0,0,0.912,0.91,0.903,0.9,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,12,log2,0.0,50,0,0,0,0,0.0,0,0,0.913,0.904,0.9,0.889,0.18399,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,4,20,log2,0.0,50,0,0,0,0,0.0,0,0,0.905,0.894,0.899,0.886,0.13258,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,8,sqrt,0.0,90,0,0,0,0,0.0,0,0,0.887,0.87,0.898,0.882,0.13665,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,2,15,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.88,0.865,0.897,0.887,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Random Forest ,gini,2,4,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.909,0.898,0.897,0.884,0.09802,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,1,7,log2,0.0,0,0,0,0,0,0.0,0,0,0.898,0.888,0.896,0.884,0.00299,7,3,4465,242,2197973,0.06272,0.13717
Decision Tree,entropy,4,13,log2,0.0,0,0,0,0,0,0.0,0,0,0.905,0.897,0.895,0.884,0.00398,7,3,4465,242,2197973,0.06272,0.13717
