model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.914,0.873,0.907,0.863,0.001,24,2,801,41,161418,25976.13602,4104.71759
Random Forest ,gini,1,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.931,0.905,0.907,0.881,0.09356,24,2,801,41,161418,25976.13602,4104.71759
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,sigmoid,0.916,0.875,0.901,0.854,0.00598,24,2,801,41,161418,25976.13602,4104.71759
Decision Tree,gini,1,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.916,0.875,0.901,0.854,0.00199,24,2,801,41,161418,25976.13602,4104.71759
Random Forest ,gini,1,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.922,0.89,0.901,0.854,0.14004,24,2,801,41,161418,25976.13602,4104.71759
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.6,500,0,0.984,0.984,0.901,0.885,0.01562,24,2,801,42,161418,25976.13602,4104.71759
Decision Tree,gini,1,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.917,0.878,0.894,0.845,0.00199,24,2,801,41,161418,25976.13602,4104.71759
SVC,0,0,0,0,0.0,0,0,0,0,0,1.2,0,sigmoid,0.897,0.864,0.894,0.856,0.00598,24,2,801,41,161418,25976.13602,4104.71759
Random Forest ,gini,1,11,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.938,0.918,0.894,0.858,0.13452,24,2,801,41,161418,25976.13602,4104.71759
Decision Tree,gini,1,7,log2,0.0,0,0,0,0,0,0.0,0,0,0.919,0.88,0.888,0.836,0.001,24,2,801,41,161418,25976.13602,4104.71759
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.919,0.88,0.888,0.836,0.00598,24,2,801,41,161418,25976.13602,4104.71759
Random Forest ,gini,1,1,sqrt,0.0,130,0,0,0,0,0.0,0,0,0.919,0.88,0.888,0.836,0.23305,24,2,801,41,161418,25976.13602,4104.71759
SVC,0,0,0,0,0.0,0,0,0,0,0,0.9,0,sigmoid,0.912,0.877,0.882,0.833,0.00698,24,2,801,41,161418,25976.13602,4104.71759
Decision Tree,entropy,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.92,0.882,0.882,0.827,0.00199,24,2,801,41,161418,25976.13602,4104.71759
Decision Tree,entropy,1,12,auto,0.0,0,0,0,0,0,0.0,0,0,0.922,0.884,0.876,0.818,0.001,24,2,801,41,161418,25976.13602,4104.71759
SVC,0,0,0,0,0.0,0,0,0,0,0,1.1,0,sigmoid,0.906,0.875,0.876,0.824,0.00698,24,2,801,41,161418,25976.13602,4104.71759
Decision Tree,entropy,1,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.923,0.887,0.87,0.809,0.00199,24,2,801,41,161418,25976.13602,4104.71759
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,sigmoid,0.9,0.866,0.863,0.84,0.00598,24,2,801,41,161418,25976.13602,4104.71759
Random Forest ,entropy,1,3,sqrt,0.0,210,0,0,0,0,0.0,0,0,0.927,0.891,0.857,0.791,0.38748,24,2,801,41,161418,25976.13602,4104.71759
