model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,1,13,auto,0.0,0,0,0,0,0,0.0,0,0,0.864,0.801,0.881,0.825,0.00203,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.864,0.802,0.88,0.824,0.18744,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,11,manhattan,0,0,0.0,0,0,0.863,0.81,0.879,0.833,0.02095,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,850,0,0.865,0.802,0.879,0.822,0.06907,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.865,0.802,0.878,0.821,0.128,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,8,auto,0.0,0,0,0,0,0,0.0,0,0,0.865,0.803,0.877,0.819,0.00199,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,poly,0.865,0.803,0.877,0.819,3.44179,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,9,manhattan,0,0,0.0,0,0,0.865,0.819,0.876,0.833,0.01995,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,9,euclidean,0,0,0.0,0,0,0.866,0.822,0.875,0.833,0.01995,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,400,0,0.866,0.804,0.874,0.815,0.10284,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.866,0.804,0.874,0.815,0.00199,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,linear,0.866,0.804,0.873,0.813,0.26928,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.866,0.804,0.872,0.812,0.181,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,linear,0.867,0.805,0.871,0.811,0.2633,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,8,euclidean,0,0,0.0,0,0,0.868,0.827,0.871,0.83,0.01995,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.867,0.805,0.87,0.81,0.10101,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.867,0.805,0.87,0.809,0.15799,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.867,0.805,0.87,0.809,0.00199,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,20,manhattan,0,0,0.0,0,0,0.867,0.809,0.869,0.811,0.02094,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.868,0.806,0.868,0.806,1.82013,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,350,0,0.868,0.806,0.867,0.805,0.10046,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,12,minkowski,0,0,0.0,0,0,0.869,0.819,0.866,0.821,0.02094,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.868,0.807,0.865,0.802,0.00199,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.868,0.807,0.864,0.801,0.139,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,9,chebyshev,0,0,0.0,0,0,0.87,0.823,0.863,0.813,0.01995,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.869,0.808,0.862,0.798,0.145,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.869,0.808,0.862,0.798,0.25731,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.869,0.808,0.862,0.798,0.00199,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.869,0.808,0.862,0.798,0.06241,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,7,euclidean,0,0,0.0,0,0,0.871,0.831,0.862,0.822,0.02094,17,3,8238,13,245488,22.10889,14.14181
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.858,0.809,0.86,0.814,0.00352,17,3,8238,13,237249,22.10889,14.14181
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.87,0.809,0.859,0.794,0.001,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.87,0.809,0.859,0.793,0.12799,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,800,0,0.87,0.809,0.858,0.792,0.06708,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.2,0,rbf,0.87,0.81,0.857,0.792,1.33742,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,900,0,0.871,0.811,0.855,0.788,0.09175,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,1,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.871,0.811,0.854,0.786,0.15599,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.871,0.811,0.854,0.787,1.01828,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.873,0.833,0.854,0.811,0.02194,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.877,0.847,0.853,0.815,0.04289,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,9,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.871,0.811,0.853,0.786,0.001,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,11,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.9,0.872,0.852,0.786,0.205,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.872,0.84,0.852,0.819,0.02094,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,7,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.872,0.813,0.851,0.783,0.155,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.875,0.845,0.85,0.816,0.02197,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,1,13,log2,0.0,0,0,0,0,0,0.0,0,0,0.872,0.812,0.85,0.78,0.00203,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,poly,0.872,0.813,0.849,0.78,1.94679,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,2000,0,0.872,0.813,0.848,0.779,0.08678,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,3,8,log2,0.0,0,0,0,0,0,0.0,0,0,0.873,0.813,0.847,0.777,0.00303,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.3,250,0,0.873,0.814,0.846,0.776,0.17555,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.878,0.848,0.846,0.8,0.02094,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,6,2,,0.0,0,0,0,0,0,0.0,0,0,0.875,0.823,0.846,0.785,0.00898,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,12,1,log2,0.0,90,0,0,0,0,0.0,0,0,0.918,0.901,0.846,0.779,0.246,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,2,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.873,0.814,0.845,0.774,0.13,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.874,0.845,0.845,0.805,0.02094,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,19,5,sqrt,0.0,130,0,0,0,0,0.0,0,0,0.951,0.944,0.844,0.777,0.47601,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,8,13,,0.0,0,0,0,0,0,0.0,0,0,0.878,0.842,0.843,0.804,0.01197,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,6,3,log2,0.0,90,0,0,0,0,0.0,0,0,0.874,0.815,0.843,0.772,0.285,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.1,1700,0,0.874,0.815,0.842,0.769,0.06883,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,8,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.879,0.841,0.842,0.789,0.00399,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.883,0.854,0.841,0.801,0.02194,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,9,9,sqrt,0.0,110,0,0,0,0,0.0,0,0,0.876,0.819,0.84,0.768,0.355,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,7,5,,0.0,0,0,0,0,0,0.0,0,0,0.882,0.842,0.84,0.789,0.01097,17,3,8238,13,245488,22.10889,14.14181
Random Forest ,gini,24,1,sqrt,0.0,90,0,0,0,0,0.0,0,0,1.0,1.0,0.839,0.773,0.355,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,8,5,,0.0,0,0,0,0,0,0.0,0,0,0.885,0.857,0.839,0.804,0.01197,17,3,8238,13,245488,22.10889,14.14181
Logistic Regression,0,0,0,0,0.0,0,0,0,newton-cg,l2,0.1,1450,0,0.875,0.817,0.837,0.762,0.19068,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,9,6,,0.0,0,0,0,0,0,0.0,0,0,0.889,0.867,0.836,0.806,0.01197,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,sigmoid,0.843,0.802,0.834,0.791,0.72606,17,3,8238,13,245488,22.10889,14.14181
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.876,0.845,0.834,0.796,0.02094,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,9,5,,0.0,0,0,0,0,0,0.0,0,0,0.891,0.862,0.834,0.792,0.01197,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,10,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.893,0.869,0.833,0.797,0.00399,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,9,18,,0.0,0,0,0,0,0,0.0,0,0,0.886,0.853,0.831,0.777,0.01197,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,9,11,,0.0,0,0,0,0,0,0.0,0,0,0.888,0.862,0.83,0.794,0.012,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,9,12,,0.0,0,0,0,0,0,0.0,0,0,0.883,0.852,0.829,0.789,0.01193,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,10,2,,0.0,0,0,0,0,0,0.0,0,0,0.9,0.877,0.826,0.792,0.01297,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,sigmoid,0.814,0.788,0.825,0.803,0.71608,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,11,6,,0.0,0,0,0,0,0,0.0,0,0,0.903,0.887,0.824,0.796,0.01396,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,11,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.897,0.877,0.822,0.79,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,10,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.892,0.865,0.821,0.779,0.00499,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,11,1,,0.0,0,0,0,0,0,0.0,0,0,0.917,0.905,0.819,0.794,0.01499,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,11,4,,0.0,0,0,0,0,0,0.0,0,0,0.911,0.897,0.818,0.795,0.01297,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,11,8,,0.0,0,0,0,0,0,0.0,0,0,0.904,0.892,0.817,0.795,0.01696,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,11,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.898,0.884,0.816,0.79,0.00502,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,13,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.916,0.907,0.812,0.796,0.00599,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,12,6,,0.0,0,0,0,0,0,0.0,0,0,0.91,0.9,0.811,0.795,0.01496,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,sigmoid,0.798,0.783,0.811,0.789,0.63231,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,12,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.919,0.908,0.81,0.784,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,12,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.908,0.895,0.809,0.791,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,14,5,,0.0,0,0,0,0,0,0.0,0,0,0.929,0.924,0.808,0.802,0.01596,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,13,3,,0.0,0,0,0,0,0,0.0,0,0,0.93,0.924,0.807,0.795,0.01496,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,12,6,auto,0.0,0,0,0,0,0,0.0,0,0,0.905,0.891,0.806,0.784,0.00499,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,sigmoid,0.806,0.788,0.805,0.783,0.5974,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,15,1,,0.0,0,0,0,0,0,0.0,0,0,0.956,0.953,0.804,0.798,0.01599,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,12,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.895,0.878,0.803,0.78,0.00595,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,13,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.921,0.915,0.802,0.789,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,15,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.957,0.956,0.801,0.801,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,14,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.923,0.917,0.8,0.787,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,14,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.935,0.931,0.799,0.789,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,14,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.912,0.907,0.798,0.792,0.00698,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,15,2,,0.0,0,0,0,0,0,0.0,0,0,0.969,0.968,0.796,0.795,0.01695,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,15,8,,0.0,0,0,0,0,0,0.0,0,0,0.936,0.934,0.794,0.796,0.01895,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,sigmoid,0.791,0.778,0.794,0.79,0.62433,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,15,7,,0.0,0,0,0,0,0,0.0,0,0,0.928,0.924,0.793,0.792,0.01692,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,14,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.939,0.935,0.792,0.78,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,15,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.946,0.943,0.791,0.784,0.00702,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,16,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.965,0.964,0.789,0.789,0.00698,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,17,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.971,0.97,0.788,0.785,0.00798,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.2,0,sigmoid,0.778,0.773,0.788,0.776,0.55252,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,18,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.984,0.984,0.787,0.792,0.00698,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.9,0,sigmoid,0.777,0.77,0.786,0.791,0.92852,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,16,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.932,0.93,0.786,0.79,0.00602,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,18,1,,0.0,0,0,0,0,0,0.0,0,0,0.981,0.981,0.785,0.786,0.01795,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.0,0,sigmoid,0.774,0.77,0.784,0.786,0.62233,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,18,6,auto,0.0,0,0,0,0,0,0.0,0,0,0.925,0.921,0.784,0.791,0.00698,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,sigmoid,0.784,0.776,0.783,0.778,0.56449,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,18,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.959,0.958,0.783,0.783,0.00698,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.7,0,sigmoid,0.779,0.776,0.782,0.772,0.68716,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,16,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.942,0.94,0.782,0.777,0.00797,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.1,0,sigmoid,0.776,0.772,0.781,0.78,0.58542,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,16,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.96,0.958,0.781,0.773,0.00702,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,16,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.948,0.947,0.78,0.771,0.00698,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.9,0,sigmoid,0.771,0.77,0.78,0.782,0.58444,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,22,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.997,0.997,0.778,0.78,0.00698,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,17,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.977,0.976,0.776,0.779,0.00598,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,sigmoid,0.773,0.77,0.775,0.772,0.56449,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,19,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.989,0.989,0.774,0.776,0.00795,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,22,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.955,0.954,0.772,0.777,0.00798,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,18,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.937,0.935,0.771,0.769,0.00798,17,3,8238,13,245488,22.10889,14.14181
SVC,0,0,0,0,0.0,0,0,0,0,0,1.5,0,sigmoid,0.78,0.776,0.77,0.761,0.5615,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,entropy,26,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.934,0.932,0.77,0.772,0.00798,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,32,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.953,0.952,0.769,0.776,0.00597,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,17,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.976,0.976,0.768,0.772,0.00698,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,17,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.933,0.932,0.766,0.765,0.00699,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,37,3,,0.0,0,0,0,0,0,0.0,0,0,0.985,0.985,0.764,0.775,0.01695,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,45,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.968,0.968,0.763,0.775,0.00598,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,25,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.95,0.95,0.762,0.763,0.00698,17,3,8238,13,245488,22.10889,14.14181
Decision Tree,gini,21,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.962,0.961,0.754,0.763,0.00698,17,3,8238,13,245488,22.10889,14.14181
