model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,6,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.994,0.994,0.995,0.995,0.14095,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,8,chebyshev,0,0,0.0,0,0,0.997,0.997,0.995,0.995,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.995,0.995,0.994,0.994,0.14912,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,6,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.999,0.999,0.994,0.994,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.995,0.995,0.994,0.994,0.00199,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,poly,0.993,0.993,0.993,0.992,0.06542,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.992,0.992,0.992,0.991,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,17,log2,0.0,50,0,0,0,0,0.0,0,0,0.996,0.996,0.992,0.991,0.1491,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,7,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.992,0.991,0.991,0.99,0.00298,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,5,14,log2,0.0,0,0,0,0,0,0.0,0,0,0.986,0.986,0.989,0.99,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.987,0.987,0.988,0.988,0.14175,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,rbf,0.991,0.991,0.988,0.988,0.13165,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.993,0.993,0.987,0.987,0.14657,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,poly,0.988,0.988,0.986,0.986,0.07181,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,5,11,log2,0.0,0,0,0,0,0,0.0,0,0,0.984,0.984,0.986,0.986,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.983,0.983,0.986,0.985,0.16024,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,4,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.988,0.988,0.985,0.984,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.982,0.981,0.985,0.985,0.13806,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,8,minkowski,0,0,0.0,0,0,0.99,0.99,0.984,0.983,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.986,0.985,0.984,0.983,0.15462,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,poly,0.982,0.981,0.983,0.982,0.07181,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,6,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.985,0.985,0.983,0.982,0.16518,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.985,0.985,0.982,0.981,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,4,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.981,0.98,0.982,0.981,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,10,minkowski,0,0,0.0,0,0,0.987,0.986,0.981,0.98,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.984,0.983,0.98,0.979,0.172,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,10,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.989,0.989,0.98,0.98,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,12,manhattan,0,0,0.0,0,0,0.975,0.973,0.98,0.979,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.971,0.968,0.979,0.977,0.144,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,14,minkowski,0,0,0.0,0,0,0.983,0.982,0.979,0.978,0.002,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,6,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.985,0.985,0.977,0.976,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.979,0.978,0.976,0.973,0.144,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,6,11,log2,0.0,0,0,0,0,0,0.0,0,0,0.97,0.968,0.976,0.973,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,7,manhattan,0,0,0.0,0,0,0.984,0.983,0.976,0.974,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,poly,0.977,0.975,0.975,0.973,0.07779,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,5,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.98,0.979,0.975,0.973,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,10,manhattan,0,0,0.0,0,0,0.976,0.974,0.974,0.972,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,1,log2,0.0,70,0,0,0,0,0.0,0,0,0.974,0.971,0.973,0.969,0.201,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,2,10,log2,0.0,0,0,0,0,0,0.0,0,0,0.962,0.956,0.973,0.969,0.00298,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,7,log2,0.0,70,0,0,0,0,0.0,0,0,0.981,0.98,0.972,0.969,0.19201,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,9,manhattan,0,0,0.0,0,0,0.98,0.979,0.972,0.969,0.00298,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,7,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.974,0.973,0.972,0.972,0.00499,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,17,euclidean,0,0,0.0,0,0,0.977,0.975,0.971,0.968,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,rbf,0.968,0.964,0.971,0.967,0.16506,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,4,17,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.978,0.978,0.971,0.97,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,4,19,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.967,0.963,0.969,0.966,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.988,0.987,0.969,0.967,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,4,19,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.963,0.958,0.967,0.964,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.978,0.977,0.967,0.964,0.131,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,16,manhattan,0,0,0.0,0,0,0.968,0.966,0.967,0.966,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,8,manhattan,0,0,0.0,0,0,0.979,0.978,0.966,0.964,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.98,0.979,0.966,0.963,0.15943,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,5,17,log2,0.0,70,0,0,0,0,0.0,0,0,0.972,0.969,0.965,0.961,0.19199,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,11,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.991,0.991,0.965,0.965,0.004,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,linear,0.963,0.958,0.965,0.96,0.08378,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,18,manhattan,0,0,0.0,0,0,0.962,0.959,0.964,0.959,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,7,sqrt,0.0,150,0,0,0,0,0.0,0,0,0.97,0.967,0.964,0.959,0.491,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,8,19,log2,0.0,0,0,0,0,0,0.0,0,0,0.972,0.971,0.964,0.964,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,1,log2,0.0,70,0,0,0,0,0.0,0,0,0.964,0.959,0.963,0.958,0.217,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,linear,0.964,0.959,0.963,0.956,0.08494,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,3,8,log2,0.0,0,0,0,0,0,0.0,0,0,0.964,0.959,0.962,0.957,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.973,0.97,0.961,0.955,0.14401,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,5,5,auto,0.0,0,0,0,0,0,0.0,0,0,0.969,0.969,0.961,0.961,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,14,manhattan,0,0,0.0,0,0,0.973,0.971,0.96,0.957,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,5,log2,0.0,70,0,0,0,0,0.0,0,0,0.969,0.965,0.959,0.953,0.17601,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,5,19,sqrt,0.0,90,0,0,0,0,0.0,0,0,0.965,0.959,0.958,0.951,0.229,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,19,manhattan,0,0,0.0,0,0,0.969,0.966,0.957,0.952,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,2,17,log2,0.0,0,0,0,0,0,0.0,0,0,0.965,0.961,0.957,0.949,0.002,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.967,0.962,0.957,0.95,0.13299,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,5,3,log2,0.0,90,0,0,0,0,0.0,0,0,0.962,0.956,0.956,0.946,0.25196,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,4,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.958,0.951,0.955,0.946,0.137,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,4,13,log2,0.0,0,0,0,0,0,0.0,0,0,0.96,0.958,0.955,0.952,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.959,0.952,0.954,0.943,0.138,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,3,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.951,0.94,0.954,0.943,0.002,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,linear,0.967,0.962,0.953,0.945,0.08876,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,3,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.945,0.931,0.953,0.941,0.124,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,4,11,log2,0.0,70,0,0,0,0,0.0,0,0,0.957,0.948,0.952,0.939,0.21301,14,3,4746,21,434125,1916870000000.0,2506854200.0
K Nearest Neighbors,0,0,0,0,0.0,0,20,manhattan,0,0,0.0,0,0,0.96,0.955,0.952,0.947,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,7,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.94,0.934,0.951,0.947,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,10,11,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.971,0.969,0.949,0.947,0.00698,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.963,0.957,0.948,0.937,0.16116,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,800,0,0.922,0.895,0.948,0.931,0.12368,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,8,7,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.959,0.953,0.948,0.944,0.00499,14,3,4746,21,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.0,1150,0,0.926,0.902,0.947,0.931,0.19149,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,11,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.977,0.977,0.947,0.946,0.00598,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,5,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.952,0.941,0.946,0.934,0.1642,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,4,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.95,0.938,0.945,0.932,0.121,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,rbf,0.965,0.96,0.945,0.934,0.16207,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,5,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.954,0.953,0.945,0.945,0.00399,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.951,0.939,0.944,0.93,0.127,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,3,8,auto,0.0,0,0,0,0,0,0.0,0,0,0.953,0.943,0.944,0.93,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,4,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.957,0.952,0.943,0.937,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.948,0.935,0.943,0.924,0.149,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,1350,0,0.925,0.899,0.943,0.925,0.19066,14,3,4746,22,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1100,0,0.924,0.9,0.942,0.922,0.12666,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,gini,6,7,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.949,0.949,0.942,0.942,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,4,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.943,0.925,0.941,0.924,0.123,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,3,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.934,0.91,0.94,0.918,0.133,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,entropy,6,18,log2,0.0,0,0,0,0,0,0.0,0,0,0.955,0.953,0.94,0.937,0.00502,14,3,4746,21,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,500,0,0.927,0.897,0.94,0.915,0.10871,14,3,4746,22,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.923,0.894,0.939,0.918,0.09127,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,5,20,auto,0.0,0,0,0,0,0,0.0,0,0,0.95,0.939,0.939,0.925,0.00499,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,3,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.93,0.902,0.939,0.91,0.147,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,linear,0.924,0.89,0.939,0.91,0.1107,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.932,0.905,0.938,0.915,0.07679,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,7,4,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.958,0.957,0.938,0.935,0.00598,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,2,5,,0.0,0,0,0,0,0,0.0,0,0,0.923,0.886,0.937,0.906,0.00698,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,5,19,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.939,0.922,0.936,0.917,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.928,0.899,0.935,0.908,0.09625,14,3,4746,22,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.924,0.887,0.934,0.902,0.11601,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,2,6,,0.0,0,0,0,0,0,0.0,0,0,0.924,0.887,0.933,0.9,0.00498,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,3,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.931,0.903,0.933,0.905,0.129,14,3,4746,21,434125,1916870000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.925,0.889,0.932,0.9,0.20744,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.925,0.889,0.929,0.896,0.13499,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,300,0,0.929,0.898,0.929,0.902,0.11104,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,gini,2,1,,0.0,0,0,0,0,0,0.0,0,0,0.925,0.889,0.927,0.893,0.00598,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.923,0.887,0.927,0.894,0.117,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.93,0.901,0.926,0.893,0.1137,14,3,4746,22,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.9,0,linear,0.926,0.891,0.925,0.889,0.23439,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,3,17,log2,0.0,50,0,0,0,0,0.0,0,0,0.932,0.904,0.924,0.891,0.14096,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,2,13,,0.0,0,0,0,0,0,0.0,0,0,0.926,0.891,0.923,0.886,0.00499,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,1.9,0,linear,0.927,0.892,0.923,0.888,0.22989,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,gini,2,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.927,0.891,0.922,0.885,0.00299,14,3,4746,21,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.931,0.902,0.921,0.89,0.10173,14,3,4746,22,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.922,0.886,0.92,0.884,0.13896,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,2,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.927,0.892,0.919,0.881,0.123,14,3,4746,21,434125,1916870000000.0,2506854200.0
Random Forest ,gini,2,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.928,0.893,0.918,0.879,0.135,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,450,0,0.932,0.905,0.918,0.889,0.12366,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,gini,2,12,auto,0.0,0,0,0,0,0,0.0,0,0,0.928,0.893,0.918,0.879,0.002,14,3,4746,21,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1050,0,0.933,0.906,0.916,0.878,0.12625,14,3,4746,22,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,linear,0.928,0.894,0.915,0.874,0.09076,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,13,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.919,0.884,0.914,0.879,0.182,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,2,12,,0.0,0,0,0,0,0,0.0,0,0,0.929,0.894,0.914,0.873,0.006,14,3,4746,21,434125,1920000000000.0,2506854200.0
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.929,0.895,0.913,0.871,0.09126,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,3,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.92,0.885,0.911,0.873,0.191,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,250,0,0.935,0.909,0.911,0.873,0.12463,14,3,4746,22,434125,1920000000000.0,2506854200.0
Decision Tree,gini,3,16,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.91,0.877,0.911,0.873,0.00199,14,3,4746,21,434125,1920000000000.0,2506854200.0
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.924,0.903,0.911,0.882,0.00404,14,3,4746,21,434125,1920000000000.0,2506854200.0
Decision Tree,entropy,8,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.938,0.937,0.909,0.908,0.00499,14,3,4746,21,434125,1920000000000.0,2506854200.0
Random Forest ,gini,3,9,sqrt,0.0,110,0,0,0,0,0.0,0,0,0.935,0.907,0.909,0.868,0.253,14,3,4746,21,434125,1916870000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,newton-cg,l2,1.9,1150,0,0.939,0.921,0.909,0.881,0.18501,14,3,4746,22,434125,1920000000000.0,2506854200.0
Random Forest ,gini,2,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.929,0.895,0.908,0.866,0.132,14,3,4746,21,434125,1916870000000.0,2506854200.0
Decision Tree,gini,4,16,log2,0.0,0,0,0,0,0,0.0,0,0,0.915,0.88,0.908,0.872,0.00199,14,3,4746,21,434125,1920000000000.0,2506854200.0
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.5,900,0,0.934,0.912,0.906,0.873,0.2055,14,3,4746,22,434125,1920000000000.0,2506854200.0
