model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.399,0.293,0.392,0.322,0.00099,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.406,0.309,0.378,0.258,0.00103,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.416,0.309,0.378,0.249,0.00096,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.423,0.312,0.351,0.242,0.00199,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.396,0.301,0.405,0.298,0.001,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.399,0.298,0.392,0.31,0.00103,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.389,0.292,0.432,0.332,0.001,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.386,0.215,0.365,0.195,0.00103,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,3,,0.0,0,0,0,0,0,0.0,0,0,0.396,0.298,0.405,0.311,0.00103,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.406,0.308,0.365,0.272,0.001,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.396,0.225,0.324,0.159,0.001,44,3,367,12,21955,586.79969,623.40258
Decision Tree,gini,1,3,log2,0.0,0,0,0,0,0,0.0,0,0,0.386,0.285,0.459,0.362,0.001,44,3,367,12,21955,586.79969,623.40258
