model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,5,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.824,0.8,0.836,0.816,0.16483,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,8,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.847,0.83,0.835,0.817,0.14336,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,5,13,,0.0,0,0,0,0,0,0.0,0,0,0.829,0.804,0.834,0.811,0.02593,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,6,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.836,0.817,0.834,0.814,0.11972,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,6,20,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.831,0.812,0.833,0.813,0.12011,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,4,4,,0.0,0,0,0,0,0,0.0,0,0,0.819,0.793,0.832,0.81,0.01895,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,6,11,,0.0,0,0,0,0,0,0.0,0,0,0.847,0.841,0.831,0.825,0.02693,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,7,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.844,0.827,0.831,0.814,0.13191,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,6,20,,0.0,0,0,0,0,0,0.0,0,0,0.831,0.817,0.83,0.818,0.02992,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,5,6,,0.0,0,0,0,0,0,0.0,0,0,0.823,0.804,0.829,0.812,0.02693,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,5,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.825,0.8,0.828,0.802,0.1257,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,6,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.815,0.788,0.828,0.805,0.00698,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,6,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.833,0.812,0.827,0.806,0.11633,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,4,1,,0.0,0,0,0,0,0,0.0,0,0,0.82,0.793,0.826,0.802,0.01995,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,6,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.834,0.813,0.826,0.806,0.11736,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,5,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.822,0.796,0.825,0.798,0.16456,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,5,2,,0.0,0,0,0,0,0,0.0,0,0,0.817,0.785,0.824,0.795,0.02792,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,6,6,log2,0.0,50,0,0,0,0,0.0,0,0,0.835,0.815,0.824,0.805,0.11926,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,5,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.827,0.805,0.822,0.798,0.16051,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,6,log2,0.0,50,0,0,0,0,0.0,0,0,0.807,0.771,0.821,0.786,0.11137,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.815,0.784,0.82,0.79,0.12797,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,5,6,log2,0.0,50,0,0,0,0,0.0,0,0,0.819,0.793,0.819,0.791,0.1496,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,16,,0.0,0,0,0,0,0,0.0,0,0,0.812,0.793,0.818,0.802,0.01596,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,7,14,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.843,0.826,0.818,0.798,0.13785,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,4,,0.0,0,0,0,0,0,0.0,0,0,0.811,0.793,0.817,0.802,0.01596,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,18,log2,0.0,50,0,0,0,0,0.0,0,0,0.813,0.782,0.816,0.785,0.15077,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,10,,0.0,0,0,0,0,0,0.0,0,0,0.814,0.792,0.816,0.794,0.01597,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,5,16,log2,0.0,50,0,0,0,0,0.0,0,0,0.828,0.805,0.815,0.789,0.10903,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,5,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.823,0.796,0.814,0.786,0.14761,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,3,1,,0.0,0,0,0,0,0,0.0,0,0,0.813,0.795,0.814,0.795,0.01795,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.806,0.791,0.813,0.799,0.00499,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.809,0.778,0.812,0.78,0.11689,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,8,log2,0.0,50,0,0,0,0,0.0,0,0,0.817,0.789,0.811,0.782,0.12687,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,13,,0.0,0,0,0,0,0,0.0,0,0,0.802,0.765,0.81,0.775,0.01596,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,1.5,0,linear,0.793,0.763,0.81,0.785,3.33208,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.81,0.776,0.809,0.772,0.13732,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,4,10,,0.0,0,0,0,0,0,0.0,0,0,0.821,0.8,0.809,0.785,0.01895,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,12,log2,0.0,70,0,0,0,0,0.0,0,0,0.816,0.783,0.808,0.77,0.18178,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,5,,0.0,0,0,0,0,0,0.0,0,0,0.809,0.785,0.807,0.785,0.01596,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,rbf,0.803,0.775,0.806,0.779,3.737,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,14,log2,0.0,50,0,0,0,0,0.0,0,0,0.811,0.779,0.806,0.772,0.15056,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,1,,0.0,0,0,0,0,0,0.0,0,0,0.808,0.785,0.806,0.784,0.01596,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,3,12,,0.0,0,0,0,0,0,0.0,0,0,0.816,0.798,0.805,0.786,0.01695,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,poly,0.807,0.778,0.804,0.777,3.37397,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,2,,0.0,0,0,0,0,0,0.0,0,0,0.804,0.767,0.804,0.763,0.01595,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,3,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.807,0.785,0.802,0.778,0.00496,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,3,12,log2,0.0,50,0,0,0,0,0.0,0,0,0.79,0.739,0.802,0.758,0.13018,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,1.5,0,poly,0.824,0.802,0.802,0.779,4.89091,10,2,14635,25,1244639,4.97856,2.03138
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,500,0,0.789,0.761,0.802,0.776,0.06252,10,2,14635,26,1244639,4.97856,2.03138
Decision Tree,gini,3,7,,0.0,0,0,0,0,0,0.0,0,0,0.81,0.787,0.8,0.776,0.01496,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,3,6,log2,0.0,50,0,0,0,0,0.0,0,0,0.803,0.761,0.8,0.752,0.15148,10,2,14635,25,1244639,4.97856,2.03138
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.8,0.756,0.02268,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,poly,0.814,0.789,0.8,0.771,3.63428,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,4,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.812,0.779,0.799,0.762,0.11687,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,1,12,log2,0.0,0,0,0,0,0,0.0,0,0,0.781,0.759,0.799,0.778,0.00299,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,rbf,0.799,0.77,0.799,0.771,3.65722,10,2,14635,25,1244639,4.97856,2.03138
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.791,0.764,0.798,0.776,0.07811,10,2,14635,26,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,linear,0.794,0.766,0.798,0.769,2.75463,10,2,14635,25,1244639,4.97856,2.03138
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,1300,0,0.795,0.77,0.797,0.772,0.09373,10,2,14635,26,1244639,4.97856,2.03138
Random Forest ,gini,3,12,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.8,0.759,0.797,0.755,0.18037,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,3,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.797,0.751,0.796,0.749,0.10494,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,gini,2,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.783,0.759,0.795,0.771,0.00499,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,poly,0.812,0.784,0.795,0.762,3.4398,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.8,0,poly,0.821,0.797,0.794,0.764,4.10502,10,2,14635,25,1244639,4.97856,2.03138
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,300,0,0.79,0.762,0.794,0.766,0.06249,10,2,14635,26,1244639,4.97856,2.03138
Decision Tree,gini,3,8,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.795,0.768,0.793,0.766,0.00399,10,2,14635,25,1244639,4.97856,2.03138
Decision Tree,entropy,2,17,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.776,0.728,0.792,0.75,0.00495,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,3,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.791,0.739,0.792,0.739,0.10911,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.3,0,poly,0.805,0.775,0.791,0.76,3.24189,10,2,14635,25,1244639,4.97856,2.03138
Random Forest ,gini,3,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.798,0.754,0.791,0.748,0.13318,10,2,14635,25,1244639,4.97856,2.03138
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.796,0.764,0.79,0.758,2.82502,10,2,14635,25,1244639,4.97856,2.03138
